Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
BCR-AT_S7_L001_R2_001 - polya	(1, 0.0007711622057075183)	(2, 0.002873497266505396)	(3, 0.004842715041794237)	(4, 0.006284053926271385)	(5, 0.00784473934258422)	(6, 0.009230995212367973)	(7, 0.0103923287721537)	(8, 0.011503169568470483)	(9, 0.012838932674785291)	(10, 0.015925417598105143)	(15, 0.021237256315038124)	(20, 0.026788706145887364)	(25, 0.03198762468269889)	(30, 0.037104836747715204)	(35, 0.04216512969754834)	(40, 0.04748982111790979)	(45, 0.052753921222108494)	(50, 0.05775454090602379)	(55, 0.06266060141471544)	(60, 0.06757584242585597)	(65, 0.07255810110487346)	(70, 0.07757249154246211)	(75, 0.08295318402776183)	(80, 0.08839722197995896)	(85, 0.09327298683056924)	(90, 0.09795687917999751)	(95, 0.10220928791432755)	(100, 0.10659205978343196)	(105, 0.1111795568571468)	(110, 0.11552927891743514)	(115, 0.11988634537968264)	(120, 0.12414977071695135)	(125, 0.1282240777037727)	(130, 0.1320091988634538)	(135, 0.1360623906946427)	(140, 0.13845115743184624)
BCR-AT_S7_L001_R2_001 - polyg	(1, 0.14257320303140192)	(2, 0.157431846244945)	(3, 0.15934139075431597)	(4, 0.1612233937563403)	(5, 0.16239849806979936)	(6, 0.16378016368835865)	(7, 0.16521691232161137)	(8, 0.16665366095486406)	(9, 0.1681592633564835)	(10, 0.17216196242420348)	(15, 0.1759819694931904)	(20, 0.17785846419374535)	(25, 0.1791878009483459)	(30, 0.18015818005719453)	(35, 0.18093026031314693)	(40, 0.18162614239877348)	(45, 0.1822155306559928)	(50, 0.18279390231027345)	(55, 0.1833878808187172)	(60, 0.18404153259307882)	(65, 0.18461164179515546)	(70, 0.1854516577692297)	(75, 0.18656708881677092)	(80, 0.1934717447085879)	(85, 0.20595722803909058)	(90, 0.222839253992371)	(95, 0.24668469105314134)	(100, 0.2781159772874369)	(105, 0.3220198941488068)	(110, 0.3898142325329465)	(115, 0.4650851721114696)	(120, 0.5630191000353449)	(125, 0.6954707991168356)	(130, 0.894617012389088)	(135, 1.117523284049336)	(140, 1.261180704419953)
BCR-AT_S7_L002_R1_001 - illumina_universal_adapter	(1, 0.0012873151740736962)	(2, 0.0025932870898006345)	(3, 0.004272393838592412)	(4, 0.006273329380902614)	(5, 0.008288257479452747)	(6, 0.011021470131652696)	(7, 0.013269607500868355)	(8, 0.015485095572190839)	(9, 0.017882486874632432)	(10, 0.027358245960314033)	(15, 0.047070959191129504)	(20, 0.07336390520304341)	(25, 0.10955425266200221)	(30, 0.16102167302371817)	(35, 0.2382083445915109)	(40, 0.3141879249743388)	(45, 0.4270304283527249)	(50, 0.5908963216414798)	(55, 0.8049964246686715)	(60, 1.0337905774219565)	(65, 1.2978226509728021)	(70, 1.583365947649836)	(75, 1.9260389857803446)	(80, 2.330371622237735)	(85, 2.767585833021882)	(90, 3.2572618684978636)	(95, 3.8111348191655665)	(100, 4.424408969583029)	(105, 5.084142138065392)	(110, 5.826894075556352)	(115, 6.674991304792343)	(120, 7.589541049285934)	(125, 8.591342777469242)	(130, 9.6676110242873)	(135, 10.811546340244584)	(140, 11.531293582440014)
BCR-AT_S7_L002_R1_001 - polya	(1, 4.664185413310494e-05)	(2, 0.0001492539332259358)	(3, 0.0021408611047095166)	(4, 0.0026912349834801548)	(5, 0.0033675418684101766)	(6, 0.003694034847341911)	(7, 0.003917915747180815)	(8, 0.004291050580245654)	(9, 0.006114747076850057)	(10, 0.006901128737534207)	(15, 0.008309712732353976)	(20, 0.009259340882503991)	(25, 0.010022401616121588)	(30, 0.010878746058005396)	(35, 0.011701508364913366)	(40, 0.013699645395975582)	(45, 0.017790136003448885)	(50, 0.021270551158861176)	(55, 0.025687534745266215)	(60, 0.030738847547881476)	(65, 0.035709003524305144)	(70, 0.040353599358879735)	(75, 0.04497021008097446)	(80, 0.04938532799321417)	(85, 0.05444130498124274)	(90, 0.0594609013230475)	(95, 0.06411575836553138)	(100, 0.06857098827232556)	(105, 0.07304580775785564)	(110, 0.07777435892986981)	(115, 0.08334059780211457)	(120, 0.0881465744519897)	(125, 0.0929115062702277)	(130, 0.09917737295446902)	(135, 0.10766992175502477)	(140, 0.11098895609513651)
BCR-AT_S7_L002_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.332092706655247e-05)	(4, 5.5970224959725924e-05)	(5, 6.99627811996574e-05)	(6, 8.861952285289938e-05)	(7, 0.00010727626450614136)	(8, 0.00013059719157269384)	(9, 0.00017257486029248828)	(10, 0.00024440331565746986)	(15, 0.00044403045134715896)	(20, 0.0006688441882687249)	(25, 0.0007994413798414186)	(30, 0.0008917922510249664)	(35, 0.0023638091674657584)	(40, 0.007648331240746547)	(45, 0.008002809332158144)	(50, 0.008379675513553633)	(55, 0.00882743731323144)	(60, 0.009464565040689654)	(65, 0.010110088301891825)	(70, 0.010781731001408537)	(75, 0.015667931640392613)	(80, 0.0273517161007354)	(85, 0.04322020771390036)	(90, 0.06465213968806208)	(95, 0.09329210379995384)	(100, 0.1341587635542977)	(105, 0.19231555863578362)	(110, 0.27022238043139146)	(115, 0.3567327586403918)	(120, 0.4787907595583968)	(125, 0.6610857822522241)	(130, 0.8830720899762412)	(135, 1.1239268933712643)	(140, 1.2859112542642899)
BCR-AT_S7_L002_R2_001 - illumina_universal_adapter	(1, 0.0013106361011402487)	(2, 0.0026352647585204288)	(3, 0.004333028248965449)	(4, 0.006343292162102271)	(5, 0.008390869558545578)	(6, 0.01114273895239877)	(7, 0.013395540507027738)	(8, 0.015615692763763534)	(9, 0.0180457333640983)	(10, 0.027607313461384814)	(15, 0.047609206187825534)	(20, 0.07429207810029222)	(25, 0.11096097098265664)	(30, 0.16287335463280245)	(35, 0.24030816086458326)	(40, 0.31743699653325086)	(45, 0.43225058466730204)	(50, 0.5980801000150607)	(55, 0.8130038981862429)	(60, 1.0421273424297077)	(65, 1.3061883339301157)	(70, 1.5920581235860811)	(75, 1.9368160525963396)	(80, 2.3436374983902732)	(85, 2.7819076807519934)	(90, 3.2722497619049946)	(95, 3.8270471541216176)	(100, 4.442473359688779)	(105, 5.107156161731749)	(110, 5.853972470391868)	(115, 6.704024926153119)	(120, 7.619150231126712)	(125, 8.620558302061136)	(130, 9.692572811782254)	(135, 10.830083678751244)	(140, 11.544563189940883)
BCR-AT_S7_L002_R2_001 - polya	(1, 0.0008675384868757518)	(2, 0.0030457130748917523)	(3, 0.004902058869389329)	(4, 0.006520531207808071)	(5, 0.007849824050601561)	(6, 0.008945907622729527)	(7, 0.009958035857417905)	(8, 0.011119418025332218)	(9, 0.012238822524526736)	(10, 0.015583976302953023)	(15, 0.02088528944372173)	(20, 0.026258431039855416)	(25, 0.03122392283086577)	(30, 0.036178220576884176)	(35, 0.04132468276193097)	(40, 0.046414241884935384)	(45, 0.05115958412443748)	(50, 0.05608123257256272)	(55, 0.06108590352104487)	(60, 0.06588348463717605)	(65, 0.07078461066948272)	(70, 0.07588163248914842)	(75, 0.08111857987121343)	(80, 0.08638910938825431)	(85, 0.09134620564552069)	(90, 0.09578464448482696)	(95, 0.09994136652516927)	(100, 0.10429025300453998)	(105, 0.1089096622378827)	(110, 0.11342645939213258)	(115, 0.11757198738748294)	(120, 0.12144512695469598)	(125, 0.12524643806654404)	(130, 0.12901603271758158)	(135, 0.132537492704631)	(140, 0.13475298077595346)
BCR-AT_S7_L002_R2_001 - polyg	(1, 0.13936119596430424)	(2, 0.1526308034651726)	(3, 0.1544591641471903)	(4, 0.15641812202078073)	(5, 0.15790133298221345)	(6, 0.15916999141463392)	(7, 0.1604992842574274)	(8, 0.1619171966230738)	(9, 0.1636989154509584)	(10, 0.1680869810878009)	(15, 0.1722810166114497)	(20, 0.17426329541210667)	(25, 0.1755524762603457)	(30, 0.17651796264090097)	(35, 0.17722971733497211)	(40, 0.17795453174820058)	(45, 0.17869893574016493)	(50, 0.17932860077096185)	(55, 0.1799601314759241)	(60, 0.18055434869757986)	(65, 0.18119427493628606)	(70, 0.18191815651243182)	(75, 0.18319707615276157)	(80, 0.1904004441050783)	(85, 0.203050647783059)	(90, 0.22053201471214678)	(95, 0.24404417338064496)	(100, 0.2748902971930326)	(105, 0.31857692344826394)	(110, 0.3856656335962395)	(115, 0.4599399877919611)	(120, 0.5565427303982828)	(125, 0.6868815260990792)	(130, 0.8864153780805021)	(135, 1.1072412364736874)	(140, 1.2487890025597517)
BCR-AT_S7_L003_R1_001 - illumina_universal_adapter	(1, 0.0011151280287141623)	(2, 0.00246097220130022)	(3, 0.004042339104088838)	(4, 0.006267788575186498)	(5, 0.008214456039105617)	(6, 0.011189732977786937)	(7, 0.013429602207876591)	(8, 0.015510854089054317)	(9, 0.017894920909063906)	(10, 0.026973601170422995)	(15, 0.0466450363873005)	(20, 0.07300435582466457)	(25, 0.10952479876505339)	(30, 0.1607726222225982)	(35, 0.23779816817149668)	(40, 0.3124386859831195)	(45, 0.42375634144951063)	(50, 0.5877109238230088)	(55, 0.8010339543987619)	(60, 1.0293179655873412)	(65, 1.2909443048344742)	(70, 1.574722277845107)	(75, 1.9126724014368617)	(80, 2.3133407861056585)	(85, 2.7452029547432018)	(90, 3.228333134500879)	(95, 3.7777442171238866)	(100, 4.385511103070226)	(105, 5.041506314941187)	(110, 5.777461013057285)	(115, 6.615144226910097)	(120, 7.520660871013045)	(125, 8.506506147191324)	(130, 9.554790902439468)	(135, 10.663874168184185)	(140, 11.362390365370738)
BCR-AT_S7_L003_R1_001 - polya	(1, 3.364610431465144e-05)	(2, 0.00010093831294395433)	(3, 0.0021821901941216793)	(4, 0.002624396136542813)	(5, 0.003436709226425112)	(6, 0.003710684647272988)	(7, 0.003960627136467542)	(8, 0.004364380388243359)	(9, 0.0062870149205091555)	(10, 0.007043571608955747)	(15, 0.00836153758082395)	(20, 0.009195960967827306)	(25, 0.009875612274983266)	(30, 0.010741759131769007)	(35, 0.0116444360446678)	(40, 0.013590142191320783)	(45, 0.01780936367237808)	(50, 0.0212258852362144)	(55, 0.025384543729505316)	(60, 0.030392045368791587)	(65, 0.03553893801166712)	(70, 0.04025131525025059)	(75, 0.0453270704154323)	(80, 0.05008655220005628)	(85, 0.05516807526883477)	(90, 0.06033900084336363)	(95, 0.06488410887763998)	(100, 0.06939268685580327)	(105, 0.07401373895410412)	(110, 0.07898567185454346)	(115, 0.08477087916213126)	(120, 0.08984855696184521)	(125, 0.09492238949249467)	(130, 0.10127092871803631)	(135, 0.1100102639844505)	(140, 0.11328643322743141)
BCR-AT_S7_L003_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.8839517983986954e-05)	(4, 5.287244963730941e-05)	(5, 9.132514028262536e-05)	(6, 9.613172661328985e-05)	(7, 0.0001201646582666123)	(8, 0.0001393910035892703)	(9, 0.00020187662588790867)	(10, 0.00030569889063026173)	(15, 0.0005806356287442708)	(20, 0.0008459591941969507)	(25, 0.0009911181013830181)	(30, 0.0011516580848272122)	(35, 0.0026167055984137495)	(40, 0.007914525052072154)	(45, 0.008246179508888002)	(50, 0.008616286656349169)	(55, 0.00902100122539112)	(60, 0.009512234348385032)	(65, 0.010092869977129302)	(70, 0.010753294938962602)	(75, 0.015643515871780655)	(80, 0.0272571897639322)	(85, 0.04277957966018012)	(90, 0.06428616953810531)	(95, 0.09351021442854543)	(100, 0.13383843506008666)	(105, 0.1925383899646937)	(110, 0.2701868695020463)	(115, 0.35527786731379984)	(120, 0.47694890973644233)	(125, 0.6581293362017758)	(130, 0.8778922311433532)	(135, 1.1174611457190669)	(140, 1.278177050222963)
BCR-AT_S7_L003_R2_001 - illumina_universal_adapter	(1, 0.0011151280287141623)	(2, 0.002480198546622878)	(3, 0.004090404967395483)	(4, 0.006354307129138459)	(5, 0.00833462069737223)	(6, 0.01136277008569086)	(7, 0.013617059074772507)	(8, 0.015755989991918205)	(9, 0.01823138195221042)	(10, 0.027478292735142774)	(15, 0.04734199140524685)	(20, 0.0738522376533938)	(25, 0.11024482539738692)	(30, 0.16147822909593973)	(35, 0.2389229093728722)	(40, 0.31533128963691337)	(45, 0.42835143798162595)	(50, 0.5928164798234407)	(55, 0.8057386410992162)	(60, 1.0334583590525757)	(65, 1.294638647088223)	(70, 1.5776677539485386)	(75, 1.9127445002318217)	(80, 2.31027033875763)	(85, 2.7421152036843828)	(90, 3.2222326151299994)	(95, 3.7668515311813353)	(100, 4.36992622755168)	(105, 5.0223761013451425)	(110, 5.753481915170864)	(115, 6.583376536533469)	(120, 7.476749820930626)	(125, 8.450628619780085)	(130, 9.491448746456706)	(135, 10.592652094570932)	(140, 11.28552343677075)
BCR-AT_S7_L003_R2_001 - polya	(1, 0.0008171196762129637)	(2, 0.002989696697673314)	(3, 0.004941170747923098)	(4, 0.006474471787405071)	(5, 0.0079597069635804)	(6, 0.009295937963505129)	(7, 0.010286094747622014)	(8, 0.011343543740368202)	(9, 0.012396186146783726)	(10, 0.01555507468329643)	(15, 0.020876927068608157)	(20, 0.026410269252469122)	(25, 0.03162060883490943)	(30, 0.03642046594471099)	(35, 0.04108093205092328)	(40, 0.04621148230027457)	(45, 0.05096808013310015)	(50, 0.055805428616280885)	(55, 0.061078253821019834)	(60, 0.06612901473728208)	(65, 0.07111344476218115)	(70, 0.0756585527964575)	(75, 0.08055165768107396)	(80, 0.08544091729662588)	(85, 0.09038112672728285)	(90, 0.09472147418387289)	(95, 0.09885706106277661)	(100, 0.1031051220618179)	(105, 0.10753583334142443)	(110, 0.11206363766491038)	(115, 0.116278052559637)	(120, 0.12009544342345073)	(125, 0.12381189597432055)	(130, 0.1273966480597301)	(135, 0.13117847018469692)	(140, 0.13336835091694768)
BCR-AT_S7_L003_R2_001 - polyg	(1, 0.13876134077995322)	(2, 0.15185448194468332)	(3, 0.15402225237981299)	(4, 0.15573339711352954)	(5, 0.15704559518180095)	(6, 0.1582712746961204)	(7, 0.15962192545503712)	(8, 0.16098218938661518)	(9, 0.16243377845847584)	(10, 0.16683372758556614)	(15, 0.17079819999109822)	(20, 0.17261124435502487)	(25, 0.1739570885276109)	(30, 0.17489725681388887)	(35, 0.1756605427231984)	(40, 0.17635749774114476)	(45, 0.17690256463104212)	(50, 0.17744378625187493)	(55, 0.1779955823626352)	(60, 0.17859352170216986)	(65, 0.17919530631076908)	(70, 0.17990956503950584)	(75, 0.18094778768692935)	(80, 0.18792310576998966)	(85, 0.20041926891245118)	(90, 0.2174192034467454)	(95, 0.24078978750370225)	(100, 0.27174901005951224)	(105, 0.3149198458470085)	(110, 0.3814641496432599)	(115, 0.45567880390598586)	(120, 0.5511097302322648)	(125, 0.680771241771004)	(130, 0.8783055975677904)	(135, 1.0984635939057483)	(140, 1.2388303345201437)
BCR-AT_S7_L004_R1_001 - illumina_universal_adapter	(1, 0.001201847333409067)	(2, 0.0024977522842153654)	(3, 0.003986997893004862)	(4, 0.0056957112757212314)	(5, 0.007780655128026526)	(6, 0.010539678571678646)	(7, 0.012770934273268522)	(8, 0.014845427279196346)	(9, 0.017128937212673574)	(10, 0.026098898658456205)	(15, 0.0459670027066647)	(20, 0.0726793660474784)	(25, 0.10921134464456306)	(30, 0.1601184624338579)	(35, 0.2369865277094263)	(40, 0.3125701839652037)	(45, 0.42523448825288285)	(50, 0.5880722609141585)	(55, 0.7987696845610588)	(60, 1.0234848284540596)	(65, 1.283518607679721)	(70, 1.5643558417043741)	(75, 1.8990473321967691)	(80, 2.298124397051482)	(85, 2.729867672428253)	(90, 3.208050328767951)	(95, 3.7488743132095665)	(100, 4.351271549253324)	(105, 5.00121073055283)	(110, 5.726877789788123)	(115, 6.552807133914952)	(120, 7.445984539226886)	(125, 8.420749612038454)	(130, 9.460144809017576)	(135, 10.562941110630257)	(140, 11.25581236884841)
BCR-AT_S7_L004_R1_001 - polya	(1, 4.702880869861567e-05)	(2, 0.00012018473334090672)	(3, 0.002220804855212407)	(4, 0.002816503098728205)	(5, 0.0036107674234159364)	(6, 0.004023575855326008)	(7, 0.004279621591574026)	(8, 0.004713331716239037)	(9, 0.006725119643902041)	(10, 0.0074765354984421455)	(15, 0.008784981464901406)	(20, 0.00973600848525119)	(25, 0.010605518903856706)	(30, 0.011473984237824478)	(35, 0.012409334988608054)	(40, 0.014662537467590619)	(45, 0.019025765830184407)	(50, 0.022627127491860622)	(55, 0.0268701711211135)	(60, 0.03209454922521082)	(65, 0.03705870125450915)	(70, 0.04182324211799779)	(75, 0.046367270122921814)	(80, 0.05147355366295372)	(85, 0.05708147782910421)	(90, 0.06266222979467326)	(95, 0.06746439370512079)	(100, 0.07220907796049225)	(105, 0.07685552425991547)	(110, 0.08174129494138277)	(115, 0.0875436048501542)	(120, 0.09292788090382682)	(125, 0.09793697157254826)	(130, 0.1045439966523849)	(135, 0.11312205135901239)	(140, 0.1164590066073386)
BCR-AT_S7_L004_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.5676269566205224e-05)	(4, 3.135253913241045e-05)	(5, 5.747965507608582e-05)	(6, 6.793050145355597e-05)	(7, 8.883219420849627e-05)	(8, 0.00012018473334090672)	(9, 0.00015676269566205223)	(10, 0.0002466399745082955)	(15, 0.0005037307953940611)	(20, 0.0007451453467136216)	(25, 0.0008580144875902992)	(30, 0.0009656582052782418)	(35, 0.0025029777074041006)	(40, 0.007900839861367434)	(45, 0.00821959067588027)	(50, 0.008592685891555957)	(55, 0.00893442856809923)	(60, 0.009502954611033607)	(65, 0.01013523081687055)	(70, 0.010819761254594846)	(75, 0.015286452996325587)	(80, 0.026290149147163905)	(85, 0.041271437429267366)	(90, 0.06259638946249521)	(95, 0.09131531530778317)	(100, 0.13074635868997805)	(105, 0.18738681080195302)	(110, 0.2636539524108169)	(115, 0.3479651104764196)	(120, 0.46762521132917734)	(125, 0.6447869140354137)	(130, 0.8604045961568266)	(135, 1.094272591307216)	(140, 1.2505012487193794)
BCR-AT_S7_L004_R2_001 - illumina_universal_adapter	(1, 0.001201847333409067)	(2, 0.0025029777074041006)	(3, 0.004013125008948537)	(4, 0.005763641777174787)	(5, 0.007885163591801227)	(6, 0.010675539574585757)	(7, 0.012922471545741838)	(8, 0.01505444420674575)	(9, 0.01737975752573286)	(10, 0.026440641334999477)	(15, 0.04649686061800244)	(20, 0.0732991012376624)	(25, 0.10989378491301187)	(30, 0.16077686575563852)	(35, 0.23768255407816588)	(40, 0.31399567941109063)	(45, 0.42731211651272394)	(50, 0.590660935561858)	(55, 0.8018589547502388)	(60, 1.0269680955516702)	(65, 1.2872213425512586)	(70, 1.5691799523922145)	(75, 1.9056658532076205)	(80, 2.305862203709361)	(85, 2.737146686930161)	(90, 3.214799485358521)	(95, 3.754984923086474)	(100, 4.356275414498856)	(105, 5.0041871316011335)	(110, 5.727423323969026)	(115, 6.549716818641133)	(120, 7.438886324367308)	(125, 8.40985146943603)	(130, 9.444047370342357)	(135, 10.539802936750537)	(140, 11.227751846324903)
BCR-AT_S7_L004_R2_001 - polya	(1, 0.0008099405942539365)	(2, 0.00316138102918472)	(3, 0.005120914724960373)	(4, 0.0067042179511471005)	(5, 0.008365902525164854)	(6, 0.009755865093368385)	(7, 0.0109054581948901)	(8, 0.011960993679014586)	(9, 0.0130060783167616)	(10, 0.016330492549434854)	(15, 0.0218464492674636)	(20, 0.027425111063757168)	(25, 0.032868956941781366)	(30, 0.037836244224992925)	(35, 0.04281189218530647)	(40, 0.04807911875955142)	(45, 0.05343204227409164)	(50, 0.058730621387469)	(55, 0.06374389239474143)	(60, 0.06885958169651304)	(65, 0.07389166422726494)	(70, 0.07881610304032886)	(75, 0.08389625946441712)	(80, 0.08895655928038815)	(85, 0.0938256086076515)	(90, 0.09840725965953441)	(95, 0.10286768089343867)	(100, 0.10750681160039768)	(105, 0.11174881014501281)	(110, 0.11590511174933268)	(115, 0.12011471267017766)	(120, 0.12424697732782937)	(125, 0.12794866711472927)	(130, 0.1317151521491695)	(135, 0.13573872800449555)	(140, 0.13812883657102296)
BCR-AT_S7_L004_R2_001 - polyg	(1, 0.14207403107851793)	(2, 0.15466207554018074)	(3, 0.15677314650842972)	(4, 0.15880583612884766)	(5, 0.1602114749666174)	(6, 0.16163801549714205)	(7, 0.16309590856679915)	(8, 0.1647575931408169)	(9, 0.16651856075542062)	(10, 0.17131967958123043)	(15, 0.17559407574961572)	(20, 0.17775949111902753)	(25, 0.17921633910404686)	(30, 0.1802708295035336)	(35, 0.181012839596334)	(40, 0.18171931681145095)	(45, 0.18236204386366536)	(50, 0.18290235262138058)	(55, 0.1835252230654778)	(60, 0.18413868774783532)	(65, 0.18469362769047898)	(70, 0.18539801473632042)	(75, 0.1865173003833475)	(80, 0.19310446885506694)	(85, 0.20520654896017737)	(90, 0.22215573161515847)	(95, 0.24556458241605386)	(100, 0.27653566565568666)	(105, 0.3192064714148973)	(110, 0.38519625069615704)	(115, 0.45785576013551826)	(120, 0.55427422372942)	(125, 0.6823712928627094)	(130, 0.8772335940784668)	(135, 1.092950559240466)	(140, 1.2315486388138372)
BCR-YL_S6_L001_R1_001 - illumina_universal_adapter	(1, 0.0010112775109365703)	(2, 0.0024368132793652296)	(3, 0.003947637512571672)	(4, 0.005951916434849574)	(5, 0.00798665552311954)	(6, 0.010514849300460967)	(7, 0.012640968886707129)	(8, 0.01462697170938979)	(9, 0.017209993785516933)	(10, 0.027322768894882637)	(15, 0.04869240294827602)	(20, 0.0771750949641365)	(25, 0.11824149075463904)	(30, 0.17506066598959807)	(35, 0.25879444389514616)	(40, 0.33747305265265093)	(45, 0.4574385888024409)	(50, 0.6232978478491559)	(55, 0.8346243874689071)	(60, 1.0662130295065801)	(65, 1.3409223009292603)	(70, 1.637930850671412)	(75, 1.987849927148421)	(80, 2.4016183851713575)	(85, 2.846017586115915)	(90, 3.3407625678187975)	(95, 3.871002171748915)	(100, 4.469524938986765)	(105, 5.120200384029589)	(110, 5.84267409553563)	(115, 6.649103334955642)	(120, 7.515578090392492)	(125, 8.459036650951049)	(130, 9.472525569938643)	(135, 10.567396742017198)	(140, 11.257949417970194)
BCR-YL_S6_L001_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.2184066396826148e-05)	(4, 1.8276099595239224e-05)	(5, 2.4368132793652296e-05)	(6, 2.4368132793652296e-05)	(7, 4.873626558730459e-05)	(8, 5.482829878571767e-05)	(9, 8.528846477778303e-05)	(10, 0.00018519780923175746)	(15, 0.0004374079836460587)	(20, 0.0005958008468047987)	(25, 0.000695710191258773)	(30, 0.0008004931622714779)	(35, 0.002314972615396968)	(40, 0.00787943573882747)	(45, 0.008268107456886224)	(50, 0.008589766809762435)	(55, 0.008915081382557694)	(60, 0.009341523706446609)	(65, 0.009765529217056158)	(70, 0.010424687209124452)	(75, 0.016104898963324805)	(80, 0.02802822633925887)	(85, 0.04502987258939008)	(90, 0.06860604106724867)	(95, 0.10052342140037444)	(100, 0.14708604954248525)	(105, 0.21400094219385446)	(110, 0.2947678999317753)	(115, 0.3883366562328414)	(120, 0.519048538944632)	(125, 0.7053429141521038)	(130, 0.9256588579594333)	(135, 1.172461743706823)	(140, 1.342324686971535)
BCR-YL_S6_L001_R2_001 - illumina_universal_adapter	(1, 0.0010295536105318095)	(2, 0.002485549544952534)	(3, 0.004014649877754216)	(4, 0.0060250208332305304)	(5, 0.008090220087492562)	(6, 0.01067933419681812)	(7, 0.012872466148246825)	(8, 0.014888929136921553)	(9, 0.017514595445437587)	(10, 0.02758107110249535)	(15, 0.048975073288682384)	(20, 0.07755158261579845)	(25, 0.11858629983366922)	(30, 0.1753969462221505)	(35, 0.2592744961111811)	(40, 0.3391154648029432)	(45, 0.45989002296148235)	(50, 0.6256310965641482)	(55, 0.8366152639181484)	(60, 1.0680662260055374)	(65, 1.3429083037519431)	(70, 1.6405577353865681)	(75, 1.9913918352499782)	(80, 2.40548682625235)	(85, 2.850481828043712)	(90, 3.3460370501619843)	(95, 3.8779093189892757)	(100, 4.477415340385349)	(105, 5.128609826656678)	(110, 5.851930330777299)	(115, 6.659919130696105)	(120, 7.5281959095530455)	(125, 8.475347460636481)	(130, 9.491564392090321)	(135, 10.58788303125682)	(140, 11.278942564371926)
BCR-YL_S6_L001_R2_001 - polyg	(1, 0.06810283912505975)	(2, 0.08426500320044963)	(3, 0.0852701886781878)	(4, 0.08601341672839419)	(5, 0.08651296345066406)	(6, 0.08707952253811647)	(7, 0.08761562145957683)	(8, 0.08840149374217211)	(9, 0.08909598552679121)	(10, 0.09088582488048497)	(15, 0.09261596230883429)	(20, 0.09359190602722006)	(25, 0.09421694863337723)	(30, 0.09463608051742807)	(35, 0.09506008602803759)	(40, 0.09541586076682493)	(45, 0.09577650913217098)	(50, 0.09613837590415672)	(55, 0.09647465613670911)	(60, 0.09689256961412027)	(65, 0.09728611495873773)	(70, 0.09774910948181714)	(75, 0.09836806005477591)	(80, 0.10476347650646996)	(85, 0.11685372559204052)	(90, 0.1348118210543226)	(95, 0.1596502588108924)	(100, 0.19312963645609127)	(105, 0.24099474129602277)	(110, 0.31299891848134626)	(115, 0.3906565024747971)	(120, 0.49191949670545887)	(125, 0.6258552833858497)	(130, 0.8195344212364379)	(135, 1.0400465285127563)	(140, 1.1818970847245254)
BCR-YL_S6_L002_R1_001 - illumina_universal_adapter	(1, 0.0010023308523376088)	(2, 0.002227401894083575)	(3, 0.0038484554947777324)	(4, 0.005958300066673563)	(5, 0.008049582956118698)	(6, 0.010703903546568291)	(7, 0.012993177715487522)	(8, 0.015350511386725971)	(9, 0.017732593967898683)	(10, 0.02742055476166553)	(15, 0.04748573349086839)	(20, 0.07551139910042662)	(25, 0.11541777892392728)	(30, 0.17001387423890918)	(35, 0.2511655499133541)	(40, 0.3275270740700226)	(45, 0.4437232062113824)	(50, 0.6073704233697027)	(55, 0.8140522825672143)	(60, 1.0413351343940056)	(65, 1.3072040116993047)	(70, 1.5968961897073242)	(75, 1.9420172638496136)	(80, 2.3475133037765348)	(85, 2.7817502528101152)	(90, 3.267952488032665)	(95, 3.792787771662597)	(100, 4.381189393013185)	(105, 5.024188347124251)	(110, 5.737324474543518)	(115, 6.539338887318709)	(120, 7.399106118870994)	(125, 8.335346244674653)	(130, 9.34739475649795)	(135, 10.442519171743083)	(140, 11.13073562174954)
BCR-YL_S6_L002_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.856168245069646e-05)	(4, 3.712336490139292e-05)	(5, 4.3310592384958405e-05)	(6, 4.3310592384958405e-05)	(7, 5.568504735208938e-05)	(8, 5.568504735208938e-05)	(9, 7.424672980278584e-05)	(10, 0.00015344324159242403)	(15, 0.0004207314688824531)	(20, 0.0006397593218006712)	(25, 0.0007523668620015632)	(30, 0.0008328008192879145)	(35, 0.002314023078853492)	(40, 0.007772395164854964)	(45, 0.008108980339960926)	(50, 0.008439378287583324)	(55, 0.008779675799179425)	(60, 0.009194220040578313)	(65, 0.009639700419395028)	(70, 0.010111167153642717)	(75, 0.015565826903154051)	(80, 0.027841286230547973)	(85, 0.04435499638418426)	(90, 0.0664297866000492)	(95, 0.09826802178498048)	(100, 0.14354862740070612)	(105, 0.20764706668494787)	(110, 0.286895551185448)	(115, 0.37787501899478837)	(120, 0.5060273495253902)	(125, 0.6897719189958278)	(130, 0.9079917200046925)	(135, 1.1492886420817594)	(140, 1.3127440551880893)
